WOJ;POW;GMI;NAZWA;STAN_NA
14;18;5;Nowinki;01.01.2023
14;18;5;Ludwików;01.01.2023
14;18;5;Ławki;01.01.2023
14;18;5;Stanisławów;01.01.2023
14;18;5;Łoś;01.01.2023
14;18;5;Łoś;01.01.2023
14;18;5;Łoś;01.01.2023
14;18;5;Nowe Wągrodno;01.01.2023
14;18;5;Zaborówek;01.01.2023
14;18;5;Nowy Prażmów;01.01.2023
14;18;5;Aleksandrów;01.01.2023
14;18;5;Piskórka;01.01.2023
14;18;5;Ksawerów;01.01.2023
14;18;5;Prażmów;01.01.2023
14;18;5;Ustanów;01.01.2023
14;18;5;Uwieliny;01.01.2023
14;18;5;Nowe Uwieliny;01.01.2023
14;18;5;Uwieliny-Konopka;01.01.2023
14;18;5;Uwieliny-Parcela;01.01.2023
14;18;5;Uwieliny Poduchowne;01.01.2023
14;18;5;Uwieliny Szlacheckie;01.01.2023
14;18;5;Wągrodno;01.01.2023
14;18;5;Wilcza Wólka;01.01.2023
14;18;5;Wola Prażmowska;01.01.2023
14;18;5;Stara Cegielnia;01.01.2023
14;18;5;Wola Wągrodzka;01.01.2023
14;18;5;Zadębie;01.01.2023
14;18;5;Zawodne;01.01.2023
14;34;9;Arciechów;01.01.2023
14;34;9;Dąbrowa;01.01.2023
14;34;9;Myszyniec;01.01.2023
14;34;9;Borki;01.01.2023
14;34;9;Siwek;01.01.2023
14;34;9;Teresin;01.01.2023
14;34;9;Cegielnia;01.01.2023
14;34;9;Ciemne;01.01.2023
14;34;9;Ciemne;01.01.2023
14;34;9;Dybów-Kolonia;01.01.2023
14;34;9;Emilianów;01.01.2023
14;34;9;Łąki;01.01.2023
14;34;9;Łosie;01.01.2023
14;34;9;Mokre;01.01.2023
14;34;9;Nadma;01.01.2023
14;34;9;Górki;01.01.2023
14;34;9;Jaworówka;01.01.2023
14;34;9;Kozia Góra;01.01.2023
14;34;9;Pólko;01.01.2023
14;34;9;Nowe Załubice;01.01.2023
14;34;9;Opole;01.01.2023
14;34;9;Popielarze;01.01.2023
14;34;9;Nowy Janków;01.01.2023
14;34;9;Ruda;01.01.2023
14;34;9;Ruda-Łoś;01.01.2023
14;34;9;Trzciana;01.01.2023
14;34;9;Rżyska;01.01.2023
14;34;9;Sieraków;01.01.2023
14;34;9;Słupno;01.01.2023
14;34;9;Nowe Parcele;01.01.2023
14;34;9;Nowe Słupno;01.01.2023
14;34;9;Stare Załubice;01.01.2023
14;34;9;Wolica;01.01.2023
14;34;9;Stary Dybów;01.01.2023
14;34;9;Górki;01.01.2023
14;34;9;Folwark;01.01.2023
14;34;9;Stary Janków;01.01.2023
14;34;9;Wiktorów;01.01.2023
14;34;9;Zawady;01.01.2023
14;34;9;Zwierzyniec;01.01.2023
14;21;6;Dawidy;01.01.2023
14;21;6;Dawidy Bankowe;01.01.2023
14;21;6;Falenty Duże;01.01.2023
14;21;6;Falenty;01.01.2023
14;21;6;Janki;01.01.2023
14;21;6;Jaworowa;01.01.2023
14;21;6;Laszczki;01.01.2023
14;21;6;Łady;01.01.2023
14;21;6;Falenty Nowe;01.01.2023
14;21;6;Nowe Grocholice;01.01.2023
14;21;6;Podolszyn Nowy;01.01.2023
14;21;6;Sękocin Nowy;01.01.2023
14;21;6;Puchały;01.01.2023
14;21;6;Raszyn;01.01.2023
14;21;6;Rybie;01.01.2023
14;21;6;Słomin;01.01.2023
14;21;6;Sękocin Stary;01.01.2023
14;21;6;Sękocin-Las;01.01.2023
14;21;6;Wypędy;01.01.2023
14;8;4;Bolesławowo;01.01.2023
14;8;4;Borowa Góra;01.01.2023
14;8;4;Cupel;01.01.2023
14;8;4;Dębe;01.01.2023
14;8;4;Dębinki;01.01.2023
14;8;4;Dosin;01.01.2023
14;8;4;Gąsiorowo;01.01.2023
14;8;4;Guty;01.01.2023
14;8;4;Izbica;01.01.2023
14;8;4;Jachranka;01.01.2023
14;8;4;Jadwisin;01.01.2023
14;8;4;Zegrzynek;01.01.2023
14;8;4;Kania Polska;01.01.2023
14;8;4;Karolino;01.01.2023
14;8;4;Ludwinowo Dębskie;01.01.2023
14;8;4;Ludwinowo Zegrzyńskie;01.01.2023
14;8;4;Łacha;01.01.2023
14;8;4;Marynino;01.01.2023
14;8;4;Kania Nowa;01.01.2023
14;8;4;Nowa Wieś;01.01.2023
14;8;4;Skubianka;01.01.2023
14;8;4;Skubianka-Kolonia;01.01.2023
14;8;4;Stanisławowo;01.01.2023
14;8;4;Stasi Las;01.01.2023
14;8;4;Święcienica;01.01.2023
14;8;4;Wierzbica;01.01.2023
14;8;4;Wola Kiełpińska;01.01.2023
14;8;4;Szadki;01.01.2023
14;8;4;Wola Kiełpińska;01.01.2023
14;8;4;Wola Smolana;01.01.2023
14;8;4;Wola Smolana;01.01.2023
14;8;4;Zabłocie;01.01.2023
14;8;4;Zalesie Borowe;01.01.2023
14;8;4;Zegrze;01.01.2023
14;8;5;Góra;01.01.2023
14;8;5;Janówek Pierwszy;01.01.2023
14;8;5;Kałuszyn;01.01.2023
14;8;5;Komornica;01.01.2023
14;8;5;Krubin;01.01.2023
14;8;5;Łajski;01.01.2023
14;8;5;Olszewnica Nowa;01.01.2023
14;8;5;Olszewnica;01.01.2023
14;14;1;Okunin;01.01.2023
14;8;5;Poddębie;01.01.2023
14;8;5;Sikory;01.01.2023
14;8;5;Skrzeszew;01.01.2023
14;8;5;Poniatów;01.01.2023
14;8;5;Olszewnica Stara;01.01.2023
14;8;5;Topolina;01.01.2023
14;8;5;Wieliszew;01.01.2023
14;32;7;Blizne Jasińskiego;01.01.2023
14;32;7;Blizne Łaszczyńskiego;01.01.2023
14;32;7;Borzęcin Duży;01.01.2023
14;32;7;Borki;01.01.2023
14;32;7;Górki;01.01.2023
14;32;7;Kosmów;01.01.2023
14;32;7;Wodnisko;01.01.2023
14;32;7;Borzęcin;01.01.2023
14;32;7;Borzęcin Mały;01.01.2023
14;32;7;Buda;01.01.2023
14;32;7;Leśny Zaborów;01.01.2023
14;32;2;Hornówek;01.01.2023
14;32;2;Izabelin B;01.01.2023
14;32;2;Izabelin;01.01.2023
14;32;2;Izabelin C;01.01.2023
14;32;7;Janów;01.01.2023
14;32;7;Góry Klaudyńskie;01.01.2023
14;32;7;Kwirynów;01.01.2023
14;32;2;Laski;01.01.2023
14;32;2;Ciechowszczyzna;01.01.2023
14;32;2;Opaleń;01.01.2023
14;32;7;Latchorzew;01.01.2023
14;32;7;Lipków;01.01.2023
14;32;7;Lubiczów;01.01.2023
14;32;7;Mariew;01.01.2023
14;32;2;Mościska;01.01.2023
14;32;7;Babice Nowe;01.01.2023
14;32;7;Koczargi Nowe;01.01.2023
14;32;2;Sieraków;01.01.2023
14;32;7;Stanisławów;01.01.2023
14;32;7;Stare Babice;01.01.2023
14;32;7;Koczargi Stare;01.01.2023
14;32;7;Topolin;01.01.2023
14;32;2;Truskaw;01.01.2023
14;32;2;Pociecha;01.01.2023
14;32;7;Wierzbin;01.01.2023
14;32;7;Wojcieszyn;01.01.2023
14;32;7;Zalesie;01.01.2023
14;32;7;Zielonki-Parcela;01.01.2023
14;32;7;Zielonki;01.01.2023
14;32;7;Zielonki-Wieś;01.01.2023
14;18;6;Borowiec;01.01.2023
14;18;6;Bystrzanów;01.01.2023
14;18;6;Gąski;01.01.2023
14;18;6;Gładków;01.01.2023
14;18;6;Grzędy;01.01.2023
14;18;6;Janówek;01.01.2023
14;18;6;Duki;01.01.2023
14;18;6;Jeziorzany;01.01.2023
14;18;6;Jeżewice;01.01.2023
14;18;6;Józefowice;01.01.2023
14;18;6;Kawęczyn;01.01.2023
14;18;6;Komorniki;01.01.2023
14;18;6;Kopana;01.01.2023
14;18;6;Pamiątka;01.01.2023
14;18;6;Skrzeczeniec;01.01.2023
14;18;6;Stara Kopana;01.01.2023
14;18;6;Księżowola;01.01.2023
14;18;6;Korzeniówka;01.01.2023
14;18;6;Kotorydz;01.01.2023
14;18;6;Księżak;01.01.2023
14;18;6;Many;01.01.2023
14;18;6;Marianka;01.01.2023
14;18;6;Drozdy;01.01.2023
14;18;6;Marylka;01.01.2023
14;18;6;Nosy;01.01.2023
14;18;6;Pawłowice;01.01.2023
14;18;6;Prace Duże;01.01.2023
14;18;6;Leśna Polana;01.01.2023
14;18;6;Prace Małe;01.01.2023
14;18;6;Przypki;01.01.2023
14;18;6;Racibory;01.01.2023
14;18;6;Nowe Racibory;01.01.2023
14;18;6;Rembertów;01.01.2023
14;18;6;Cieśle;01.01.2023
14;18;6;Ruda;01.01.2023
14;18;6;Stefanówka;01.01.2023
14;18;6;Brominy;01.01.2023
14;18;6;Suchodół;01.01.2023
14;18;6;Suchostruga;01.01.2023
14;18;6;Świętochów;01.01.2023
14;18;6;Tarczyn;01.01.2023
14;18;6;Werdun;01.01.2023
14;18;6;Wola Przypkowska;01.01.2023
14;18;6;Wólka Jeżewska;01.01.2023
14;18;6;Wylezin;01.01.2023
14;28;2;Andrzejów;01.01.2023
14;28;2;Brochocin;01.01.2023
14;28;2;Bieliny;01.01.2023
14;28;2;Sianno;01.01.2023
14;28;2;Brochów;01.01.2023
14;28;2;Brochów-Kolonia;01.01.2023
14;28;2;Malanowo;01.01.2023
14;28;2;Famułki Brochowskie;01.01.2023
14;28;2;Władysławów;01.01.2023
14;28;2;Famułki Królewskie;01.01.2023
14;28;2;Famułki Łazowskie;01.01.2023
14;28;2;Górki;01.01.2023
14;28;2;Hilarów;01.01.2023
14;28;2;Janów;01.01.2023
14;28;2;Konary;01.01.2023
14;28;2;Łęg;01.01.2023
14;28;2;Kromnów;01.01.2023
14;28;2;Gorzewnica;01.01.2023
14;28;2;Lasocin;01.01.2023
14;28;2;Łasice;01.01.2023
14;28;2;Miszory;01.01.2023
14;28;2;Nowa Wieś-Śladów;01.01.2023
14;28;2;Piaski Duchowne;01.01.2023
14;28;2;Piaski Królewskie;01.01.2023
14;28;2;Plecewice;01.01.2023
14;28;2;Przęsławice;01.01.2023
14;28;2;Śladów;01.01.2023
14;28;2;Tułowice;01.01.2023
14;28;2;Wilcze Śladowskie;01.01.2023
14;28;2;Wilcze Tułowskie;01.01.2023
14;28;2;Wólka Smolana;01.01.2023
14;28;2;Olszowiec;01.01.2023
14;17;8;Bolesławów;01.01.2023
14;17;8;Boryszew;01.01.2023
14;17;8;Stefanówka;01.01.2023
14;17;8;Czarnówka;01.01.2023
14;17;8;Duchnów;01.01.2023
14;17;8;Dziechciniec;01.01.2023
14;17;8;Emów;01.01.2023
14;17;8;Mądralin;01.01.2023
14;17;8;Radiówek;01.01.2023
14;17;8;Glinianka;01.01.2023
14;17;8;Góraszka;01.01.2023
14;17;8;Izabela;01.01.2023
14;17;8;Kąck;01.01.2023
14;17;8;Kopki;01.01.2023
14;17;8;Kruszówiec;01.01.2023
14;17;8;Lipowo;01.01.2023
14;17;8;Majdan;01.01.2023
14;17;8;Zagórze;01.01.2023
14;17;8;Malcanów;01.01.2023
14;17;8;Michałówek;01.01.2023
14;17;8;Pęclin;01.01.2023
14;17;8;Poręby;01.01.2023
14;17;8;Rzakta;01.01.2023
14;17;8;Wiązowna;01.01.2023
14;17;8;Wiązowna Kościelna;01.01.2023
14;17;8;Wola Ducka;01.01.2023
14;17;8;Wola Karczewska;01.01.2023
14;17;8;Zakręt;01.01.2023
14;17;8;Żanęcin;01.01.2023
14;17;8;Rudka;01.01.2023
14;34;12;Czarna;01.01.2023
14;34;12;Duczki;01.01.2023
14;34;12;Helenów;01.01.2023
14;34;4;Kobylak;01.01.2023
14;34;12;Leśniakowizna;01.01.2023
14;34;12;Lipinki;01.01.2023
14;34;12;Majdan;01.01.2023
14;34;12;Mostówka;01.01.2023
14;34;12;Nowe Grabie;01.01.2023
14;34;12;Nowe Lipiny;01.01.2023
14;34;12;Ossów;01.01.2023
14;34;12;Stare Grabie;01.01.2023
14;34;12;Stare Lipiny;01.01.2023
14;34;12;Turów;01.01.2023
14;34;12;Zagościniec;01.01.2023
14;14;6;Błogosławie;01.01.2023
14;14;6;Czarna;01.01.2023
14;14;6;Emolinek;01.01.2023
14;14;6;Henrysin;01.01.2023
14;14;6;Janowo;01.01.2023
14;14;6;Mochty-Smok;01.01.2023
14;14;6;Trębki Nowe;01.01.2023
14;14;6;Smoły;01.01.2023
14;14;6;Smoszewo;01.01.2023
14;14;6;Trębki Stare;01.01.2023
14;14;6;Jaworowo-Trębki Stare;01.01.2023
14;14;6;Strubiny;01.01.2023
14;14;6;Swobodnia;01.01.2023
14;14;6;Śniadowo;01.01.2023
14;14;6;Wojszczyce;01.01.2023
14;14;6;Wólka Smoszewska;01.01.2023
14;14;6;Wygoda Smoszewska;01.01.2023
14;14;6;Zaręby;01.01.2023
6;1;3;Cełujki;01.01.2023
6;1;3;Cicibór Duży;01.01.2023
6;1;3;Cicibór Mały;01.01.2023
6;1;3;Czosnówka;01.01.2023
6;1;3;Włóka;01.01.2023
6;1;3;Dokudów Drugi;01.01.2023
6;1;3;Dokudów Pierwszy;01.01.2023
6;1;3;Grabanów;01.01.2023
6;1;3;Grabanów-Kolonia;01.01.2023
6;1;3;Kozula;01.01.2023
6;1;3;Zadwórcze;01.01.2023
6;1;3;Hrud;01.01.2023
6;1;3;Hola;01.01.2023
6;1;3;Husinka;01.01.2023
6;1;3;Janówka;01.01.2023
6;1;3;Jaźwiny;01.01.2023
6;1;3;Helenów;01.01.2023
6;1;3;Julków;01.01.2023
6;1;3;Kaliłów;01.01.2023
6;1;3;Kijowiec;01.01.2023
6;1;3;Kamieniczne;01.01.2023
6;1;3;Krzymowskie;01.01.2023
6;1;3;Boczenka;01.01.2023
6;1;3;Lisy;01.01.2023
6;1;3;Łukowce;01.01.2023
6;1;3;Michałówka;01.01.2023
6;1;3;Młyniec;01.01.2023
6;1;3;Sławacinek Nowy;01.01.2023
6;1;3;Ogrodniki;01.01.2023
6;1;3;Ortel Książęcy Pierwszy;01.01.2023
6;1;3;Ortel Książęcy Drugi;01.01.2023
6;1;3;Perkowice;01.01.2023
6;1;3;Pojelce;01.01.2023
6;1;3;Porosiuki;01.01.2023
6;1;3;Pólko;01.01.2023
6;1;3;Rakowiska;01.01.2023
6;1;3;Bagonica;01.01.2023
6;1;3;Budziszew;01.01.2023
6;1;3;Roskosz;01.01.2023
6;1;3;Sitnik;01.01.2023
6;1;3;Kownackie;01.01.2023
6;1;3;Sławacinek Stary;01.01.2023
6;1;3;Styrzyniec;01.01.2023
6;1;3;Surmacze;01.01.2023
6;1;3;Swory;01.01.2023
6;1;3;Sycyna;01.01.2023
6;1;3;Sycyna;01.01.2023
6;1;3;Terebela;01.01.2023
6;1;3;Wilczyn;01.01.2023
6;1;3;Grabanów-Majątek;01.01.2023
6;1;3;Woroniec;01.01.2023
6;1;3;Tolusin;01.01.2023
6;1;3;Franopol;01.01.2023
6;1;3;Woskrzenice Duże;01.01.2023
6;1;3;Woskrzenice Duże;01.01.2023
6;1;3;Woskrzenice Małe;01.01.2023
6;1;3;Woskrzenice Małe;01.01.2023
6;1;3;Wólka Plebańska;01.01.2023
6;1;3;Rudka;01.01.2023
6;1;3;Zabłocie;01.01.2023
6;1;3;Osienniki;01.01.2023
6;1;3;Zacisze;01.01.2023
6;15;3;Bełcząc;01.01.2023
6;15;3;Awuls;01.01.2023
6;15;3;Stara Wieś;01.01.2023
6;15;3;Czemierniki;01.01.2023
6;15;3;Brzeziny;01.01.2023
6;15;3;Skruda;01.01.2023
6;15;3;Lichty;01.01.2023
6;15;3;Niewęgłosz;01.01.2023
6;15;3;Branka;01.01.2023
6;15;3;Podlas;01.01.2023
6;15;3;Rozwil;01.01.2023
6;15;3;Stara Wieś;01.01.2023
6;15;3;Skoki;01.01.2023
6;15;3;Stoczek;01.01.2023
6;15;3;Stójka;01.01.2023
6;15;3;Wygnanów;01.01.2023
6;13;1;Bednarzówka;01.01.2023
6;13;1;Rudniki;01.01.2023
6;13;1;Białka;01.01.2023
6;13;1;Chmielów;01.01.2023
6;13;1;Dębowa Kłoda;01.01.2023
6;13;1;Hanów;01.01.2023
6;13;1;Kodeniec;01.01.2023
6;13;1;Chałupne;01.01.2023
6;13;1;Korona;01.01.2023
6;13;1;Krzywowierzba-Kolonia;01.01.2023
6;13;1;Leitnie;01.01.2023
6;13;1;Lubiczyn;01.01.2023
6;13;1;Makoszka;01.01.2023
6;13;1;Smolarz;01.01.2023
6;13;1;Marianówka;01.01.2023
6;13;1;Czortówka;01.01.2023
6;13;1;Nietiahy;01.01.2023
6;13;1;Pachole;01.01.2023
6;13;1;Plebania Wola;01.01.2023
6;13;1;Borki;01.01.2023
6;13;1;Stępków;01.01.2023
6;13;1;Uhnin;01.01.2023
6;13;1;Uhnin;01.01.2023
6;13;1;Uhnin Białkowski;01.01.2023
6;13;1;Uhnin Sosnowski;01.01.2023
6;13;1;Uhnin Ścienny;01.01.2023
6;13;1;Wyhalew;01.01.2023
6;13;1;Zadębie;01.01.2023
6;13;1;Żmiarki;01.01.2023
6;1;4;Aleksandrówka;01.01.2023
6;1;4;Danówka;01.01.2023
6;1;4;Dołha;01.01.2023
6;1;4;Krasna;01.01.2023
6;1;4;Muszyki;01.01.2023
6;1;4;Piszczki;01.01.2023
6;1;4;Drelów;01.01.2023
6;1;4;Augustówka;01.01.2023
6;1;4;Grańskie;01.01.2023
6;1;4;Kwasówka;01.01.2023
6;1;4;Leszczanka;01.01.2023
6;1;4;Byk;01.01.2023
6;1;4;Za Groblą;01.01.2023
6;1;4;Łózki;01.01.2023
6;1;4;Obnowy;01.01.2023
6;1;4;Stara Wieś;01.01.2023
6;1;4;Uśnieże;01.01.2023
6;1;4;Zagońce;01.01.2023
6;1;4;Pereszczówka;01.01.2023
6;1;4;Bagno;01.01.2023
6;1;4;Osiny;01.01.2023
6;1;4;Przechodzisko;01.01.2023
6;1;4;Sachalin;01.01.2023
6;1;4;Sokule;01.01.2023
6;1;4;Strzyżówka;01.01.2023
6;1;4;Szachy;01.01.2023
6;1;4;Szóstka;01.01.2023
6;1;4;Nowiny;01.01.2023
6;1;4;Witoroż;01.01.2023
6;1;4;Końce;01.01.2023
6;1;4;Łan;01.01.2023
6;1;4;Zakożuch;01.01.2023
6;1;4;Worsy;01.01.2023
6;1;4;Wólka Łózecka;01.01.2023
6;1;4;Zahajki;01.01.2023
6;1;4;Kacze Dołki;01.01.2023
6;1;4;Nowa Wieś;01.01.2023
6;1;4;Piszczanka;01.01.2023
6;1;4;Prosianki;01.01.2023
6;1;4;Żerocin;01.01.2023
6;1;4;Dworszczyzna;01.01.2023
6;1;4;Lipiny;01.01.2023
6;1;4;Ozercy;01.01.2023
6;1;4;Przymiarki;01.01.2023
6;1;4;Rekicy;01.01.2023
6;19;2;Dańce;01.01.2023
6;19;2;Chilcze;01.01.2023
6;19;2;Gaj;01.01.2023
6;19;2;Kiślanka;01.01.2023
6;19;2;Ostrów;01.01.2023
6;19;2;Dołhobrody;01.01.2023
6;19;2;Baje;01.01.2023
6;19;2;Lipinki;01.01.2023
6;19;2;Łydyny;01.01.2023
6;19;2;Patochy;01.01.2023
6;19;2;Podworzany;01.01.2023
6;19;2;Rzywuchy;01.01.2023
6;19;2;Wydumka;01.01.2023
6;19;2;Zagrudcze;01.01.2023
6;19;2;Hanna;01.01.2023
6;19;2;Kolady;01.01.2023
6;19;2;Komarówka;01.01.2023
6;19;2;Osieńczuki;01.01.2023
6;19;2;Rynek;01.01.2023
6;19;2;Tyśniwne;01.01.2023
6;19;2;Wojnicze;01.01.2023
6;19;2;Holeszów;01.01.2023
6;19;2;Kuczyny;01.01.2023
6;19;2;Leszczyce;01.01.2023
6;19;2;Studzienice;01.01.2023
6;19;2;Worłyszcze;01.01.2023
6;19;2;Janówka;01.01.2023
6;19;2;Konstantyn;01.01.2023
6;19;2;Kuzawka;01.01.2023
6;19;2;Porchuciny;01.01.2023
6;19;2;Lack;01.01.2023
6;19;2;Obszar;01.01.2023
6;19;2;Nowy Holeszów;01.01.2023
6;19;2;Chilcze;01.01.2023
6;19;2;Popówka;01.01.2023
6;19;2;Pawluki;01.01.2023
6;19;2;Pod Górą;01.01.2023
6;19;2;Siedliska;01.01.2023
6;19;2;Zaświatycze;01.01.2023
6;19;2;Kamieniste;01.01.2023
6;19;2;Końskie Błoto;01.01.2023
14;10;1;Bachorza;01.01.2023
14;10;1;Dziadkowskie;01.01.2023
14;10;1;Dziadkowskie-Folwark;01.01.2023
14;10;1;Felin;01.01.2023
14;10;1;Harachwosty;01.01.2023
14;10;1;Huszlew;01.01.2023
14;10;1;Juniewicze;01.01.2023
14;10;1;Kopce;01.01.2023
14;10;1;Milejki;01.01.2023
14;10;1;Kownaty;01.01.2023
14;10;1;Krasna;01.01.2023
14;10;1;Krasna-Kolonia;01.01.2023
14;10;1;Krzywośnity;01.01.2023
14;10;1;Krzywośnity-Kolonia;01.01.2023
14;10;1;Liwki Szlacheckie;01.01.2023
14;10;1;Liwki Włościańskie;01.01.2023
14;10;1;Ławy;01.01.2023
14;10;1;Makarówka;01.01.2023
14;10;1;Mostów;01.01.2023
14;10;1;Krawce;01.01.2023
14;10;1;Nieznanki;01.01.2023
14;10;1;Sewerynów;01.01.2023
14;10;1;Siliwonki;01.01.2023
14;10;1;Waśkowólka;01.01.2023
14;10;1;Władysławów;01.01.2023
14;10;1;Wygoda;01.01.2023
14;10;1;Zienie;01.01.2023
14;10;1;Żurawlówka;01.01.2023
6;13;2;Wantopol;01.01.2023
6;13;2;Dawidy;01.01.2023
6;13;2;Gęś;01.01.2023
6;13;2;Holendernia;01.01.2023
6;13;2;Jabłoń;01.01.2023
6;13;2;Jabłoń;01.01.2023
6;13;2;Kalinka;01.01.2023
6;13;2;Kolano;01.01.2023
6;13;2;Kolano-Kolonia;01.01.2023
6;13;2;Sewerynówka;01.01.2023
6;13;2;Kudry;01.01.2023
6;13;2;Łubno;01.01.2023
6;13;2;Paszenki;01.01.2023
6;13;2;Puchowa Góra;01.01.2023
6;1;5;Błonie;01.01.2023
6;1;5;Błonie;01.01.2023
6;1;5;Bubel-Granna;01.01.2023
6;1;5;Granna;01.01.2023
6;1;5;Bubel-Łukowiska;01.01.2023
6;1;5;Jakówki;01.01.2023
6;1;5;Janów Podlaski;01.01.2023
6;1;5;Kajetanka;01.01.2023
6;1;5;Kajetanka;01.01.2023
6;1;5;Klonownica Mała;01.01.2023
6;1;5;Utkowiec;01.01.2023
6;1;5;Klonownica-Plac;01.01.2023
6;1;5;Nowinki;01.01.2023
6;1;5;Nowy Pawłów;01.01.2023
6;1;5;Ostrów;01.01.2023
6;1;5;Peredyło;01.01.2023
6;1;5;Polinów;01.01.2023
6;1;5;Romanów;01.01.2023
6;1;5;Stare Buczyce;01.01.2023
6;1;5;Stary Bubel;01.01.2023
6;1;5;Stary Pawłów;01.01.2023
6;1;5;Werchliś;01.01.2023
6;1;5;Woroblin;01.01.2023
6;1;5;Wygoda;01.01.2023
6;15;4;Brzozowica Duża;01.01.2023
6;15;4;Brzozowica Duża;01.01.2023
6;15;4;Brzozowica Mała;01.01.2023
6;15;4;Grabowiec;01.01.2023
6;15;4;Grabowiec;01.01.2023
6;15;4;Grądek;01.01.2023
6;15;4;Kobylak;01.01.2023
6;15;4;Krętawki;01.01.2023
6;15;4;Kruszyny;01.01.2023
6;15;4;Pożary;01.01.2023
6;15;4;Jurki;01.01.2023
6;15;4;Kąkolewnica Południowa;01.01.2023
6;15;4;Kąkolewnica Północna;01.01.2023
6;15;4;Kąkolewnica Wschodnia;01.01.2023
6;15;4;Lipniaki;01.01.2023
6;15;4;Miłolas;01.01.2023
6;15;4;Miłolas;01.01.2023
6;15;4;Mościska;01.01.2023
6;15;4;Blachowa;01.01.2023
6;15;4;Stara Wieś;01.01.2023
6;15;4;Szmulowizna;01.01.2023
6;15;4;Olszewnica;01.01.2023
6;15;4;Gatne;01.01.2023
6;15;4;Mała Olszewnica;01.01.2023
6;15;4;Młynowe;01.01.2023
6;15;4;Olszynkowe;01.01.2023
6;15;4;Pasieki;01.01.2023
6;15;4;Pogorzel;01.01.2023
6;15;4;Rąbierze;01.01.2023
6;15;4;Zagościniec;01.01.2023
6;15;4;Zagrodne;01.01.2023
6;15;4;Zawierzcholas;01.01.2023
6;15;4;Zazdrój;01.01.2023
6;15;4;Polskowola;01.01.2023
6;15;4;Podgrabowiec;01.01.2023
6;15;4;Podkołpinka;01.01.2023
6;15;4;Rudnik;01.01.2023
6;15;4;Sokule;01.01.2023
6;15;4;Żakowola Stara;01.01.2023
6;15;4;Turów;01.01.2023
6;15;4;Folwark;01.01.2023
6;15;4;Kock;01.01.2023
6;15;4;Krawiecka;01.01.2023
6;15;4;Niwki;01.01.2023
6;15;4;Przejazd;01.01.2023
6;15;4;Sosnowiec;01.01.2023
6;15;4;Środkowa;01.01.2023
6;15;4;Ustronie;01.01.2023
6;15;4;Zadębita;01.01.2023
6;15;4;Zarowie;01.01.2023
6;15;4;Zgórek;01.01.2023
6;15;4;Wygnanka;01.01.2023
6;15;4;Anielki;01.01.2023
6;15;4;Zosinowo;01.01.2023
6;15;4;Żakowola Poprzeczna;01.01.2023
6;15;4;Żakowola Radzyńska;01.01.2023
6;1;6;Dobratycze;01.01.2023
6;1;6;Dobromyśl;01.01.2023
6;1;6;Elżbiecin;01.01.2023
6;1;6;Kąty;01.01.2023
6;1;6;Kodeń;01.01.2023
6;1;6;Dolina;01.01.2023
6;1;6;Haczki;01.01.2023
6;1;6;Kodeń Drugi;01.01.2023
6;1;6;Kodeń Pierwszy;01.01.2023
6;1;6;Kot;01.01.2023
6;1;6;Łęgi;01.01.2023
6;1;6;Morgi;01.01.2023
6;1;6;Polemcy;01.01.2023
6;1;6;Przydatki;01.01.2023
6;1;6;Rapcze;01.01.2023
6;1;6;Wygnanka;01.01.2023
6;1;6;Kopytów;01.01.2023
6;1;6;Kopytów-Kolonia;01.01.2023
6;1;6;Kostomłoty;01.01.2023
6;1;6;Kostomłoty;01.01.2023
6;1;6;Kożanówka;01.01.2023
6;1;6;Okczyn;01.01.2023
6;1;6;Ług;01.01.2023
6;1;6;Olszanki;01.01.2023
6;1;6;Szostaki;01.01.2023
6;1;6;Zabłocie;01.01.2023
6;1;6;Zabłocie-Kolonia;01.01.2023
6;1;6;Zahacie;01.01.2023
6;1;6;Zalewsze;01.01.2023
6;15;5;Brzeziny;01.01.2023
6;15;5;Brzozowy Kąt;01.01.2023
6;15;5;Elizin;01.01.2023
6;15;5;Derewiczna;01.01.2023
6;15;5;Kolembrody;01.01.2023
6;15;5;Kolembrody;01.01.2023
6;15;5;Ochodnik;01.01.2023
6;15;5;Starowieś;01.01.2023
6;15;5;Zagumienie;01.01.2023
6;15;5;Zakanał;01.01.2023
6;15;5;Zamurówka;01.01.2023
6;15;5;Zasumińskie;01.01.2023
6;15;5;Zawieś;01.01.2023
6;15;5;Komarówka Podlaska;01.01.2023
6;15;5;Przegaliny Duże;01.01.2023
6;15;5;Folwark;01.01.2023
6;15;5;Zawsiowa;01.01.2023
6;15;5;Przegaliny Małe;01.01.2023
6;15;5;Walinna;01.01.2023
6;15;5;Kamienne;01.01.2023
6;15;5;Zakanał;01.01.2023
6;15;5;Wiski;01.01.2023
6;15;5;Woroniec;01.01.2023
6;15;5;Wólka Komarowska;01.01.2023
6;15;5;Żelizna;01.01.2023
6;15;5;Sajbudy;01.01.2023
6;15;5;Starowieś;01.01.2023
6;15;5;Szmulowizna;01.01.2023
6;15;5;Żulinki;01.01.2023
6;1;7;Antolin;01.01.2023
6;1;7;Gnojno;01.01.2023
6;1;7;Komarno;01.01.2023
6;1;7;Komarno-Kolonia;01.01.2023
6;1;7;Konstantynów;01.01.2023
6;1;7;Konstantynów-Kolonia;01.01.2023
6;1;7;Solinki;01.01.2023
6;1;7;Wandopol;01.01.2023
